classroom_id,date,day,period,students_present,source
C105,2026-08-08,Thu,2,28.0,qr_checkin
C105,2026-08-08,Thu,3,23.0,wifi_log
C105,2026-08-08,Thu,4,0.0,qr_checkin
C105,2026-08-08,Thu,5,23.0,wifi_log
C105,2026-08-08,Thu,6,2.0,qr_checkin
C105,2026-08-08,Thu,7,25.0,qr_checkin
C105,2026-08-08,Thu,8,24.0,wifi_log
C105,2026-08-05,Fri,1,24.0,wifi_log
C105,2026-08-05,Fri,2,23.0,wifi_log
C105,2026-08-05,Fri,3,20.0,wifi_log
C105,2026-08-05,Fri,4,6.0,wifi_log
C105,2026-08-05,Fri,5,20.0,wifi_log
C105,2026-08-05,Fri,6,0.0,qr_checkin
C105,2026-08-05,Fri,7,18.0,wifi_log
C105,2026-08-05,Fri,8,0.0,wifi_log
C206,2026-08-02,Mon,1,7.0,wifi_log
C206,2026-08-02,Mon,2,26.0,wifi_log
C206,2026-08-02,Mon,3,30.0,qr_checkin
C206,2026-08-02,Mon,4,1.0,wifi_log
C206,2026-08-02,Mon,5,1.0,qr_checkin
C206,2026-08-02,Mon,6,14.0,wifi_log
C206,2026-08-02,Mon,7,13.0,qr_checkin
C206,2026-08-02,Mon,8,27.0,wifi_log
C206,2026-08-12,Tue,1,32.0,wifi_log
C206,2026-08-12,Tue,2,2.0,wifi_log
C206,2026-08-12,Tue,3,29.0,qr_checkin
C206,2026-08-12,Tue,4,31.0,wifi_log
C206,2026-08-12,Tue,5,0.0,wifi_log
C206,2026-08-12,Tue,6,30.0,wifi_log
C206,2026-08-12,Tue,7,16.0,wifi_log
C206,2026-08-12,Tue,8,36.0,wifi_log
C206,2026-08-17,Wed,1,7.0,wifi_log
C206,2026-08-17,Wed,2,31.0,wifi_log
C206,2026-08-17,Wed,3,37.0,wifi_log
C206,2026-08-17,Wed,4,25.0,qr_checkin
C206,2026-08-17,Wed,5,32.0,wifi_log
C206,2026-08-17,Wed,6,34.0,qr_checkin
C206,2026-08-17,Wed,7,0.0,wifi_log
C206,2026-08-17,Wed,8,15.0,wifi_log
C206,2026-08-08,Thu,1,29.0,wifi_log
C206,2026-08-08,Thu,2,7.0,wifi_log
C206,2026-08-08,Thu,3,2.0,wifi_log
C206,2026-08-08,Thu,4,2.0,wifi_log
C206,2026-08-08,Thu,5,34.0,wifi_log
C206,2026-08-08,Thu,6,2.0,qr_checkin
C206,2026-08-08,Thu,7,36.0,wifi_log
C206,2026-08-08,Thu,8,36.0,qr_checkin
C206,2026-08-05,Fri,1,16.0,qr_checkin
C206,2026-08-05,Fri,2,33.0,qr_checkin
C206,2026-08-05,Fri,3,7.0,qr_checkin
C206,2026-08-05,Fri,4,0.0,wifi_log
C206,2026-08-05,Fri,5,8.0,wifi_log
C206,2026-08-05,Fri,6,0.0,wifi_log
C206,2026-08-05,Fri,7,29.0,wifi_log
C206,2026-08-05,Fri,8,32.0,qr_checkin
C107,2026-08-02,Mon,1,39.0,wifi_log
C107,2026-08-02,Mon,2,40.0,wifi_log
C107,2026-08-02,Mon,3,34.0,qr_checkin
C107,2026-08-02,Mon,4,34.0,wifi_log
C107,2026-08-02,Mon,5,0.0,wifi_log
C107,2026-08-02,Mon,6,0.0,wifi_log
C107,2026-08-02,Mon,7,35.0,wifi_log
C107,2026-08-02,Mon,8,34.0,wifi_log
C107,2026-08-12,Tue,1,46.0,qr_checkin
C107,2026-08-12,Tue,2,0.0,qr_checkin
C107,2026-08-12,Tue,3,0.0,qr_checkin
C107,2026-08-12,Tue,4,45.0,wifi_log
C107,2026-08-12,Tue,5,1.0,wifi_log
C107,2026-08-12,Tue,6,45.0,wifi_log
C107,2026-08-12,Tue,7,31.0,qr_checkin
C107,2026-08-12,Tue,8,0.0,wifi_log
C107,2026-08-17,Wed,1,21.0,wifi_log
C107,2026-08-17,Wed,2,2.0,wifi_log
C107,2026-08-17,Wed,3,12.0,qr_checkin
C107,2026-08-17,Wed,4,,wifi_log
C107,2026-08-17,Wed,5,0.0,qr_checkin
C107,2026-08-17,Wed,6,38.0,qr_checkin
C107,2026-08-17,Wed,7,0.0,wifi_log
C107,2026-08-17,Wed,8,31.0,wifi_log
C107,2026-08-08,Thu,1,3.0,qr_checkin
C107,2026-08-08,Thu,2,32.0,wifi_log
C107,2026-08-08,Thu,3,0.0,wifi_log
C107,2026-08-08,Thu,4,43.0,wifi_log
C107,2026-08-08,Thu,5,0.0,wifi_log
C107,2026-08-08,Thu,6,45.0,wifi_log
C107,2026-08-08,Thu,7,46.0,qr_checkin
C107,2026-08-08,Thu,8,30.0,qr_checkin
C107,2026-08-05,Fri,1,34.0,wifi_log
C107,2026-08-05,Fri,2,0.0,qr_checkin
C107,2026-08-05,Fri,3,30.0,wifi_log
C107,2026-08-05,Fri,4,11.0,wifi_log
C107,2026-08-05,Fri,5,35.0,wifi_log
C107,2026-08-05,Fri,6,46.0,wifi_log
C107,2026-08-05,Fri,7,,qr_checkin
C107,2026-08-05,Fri,8,0.0,wifi_log
C208,2026-08-02,Mon,1,4.0,wifi_log
C208,2026-08-02,Mon,2,0.0,wifi_log
C208,2026-08-02,Mon,3,1.0,wifi_log
C208,2026-08-02,Mon,4,2.0,wifi_log
C208,2026-08-02,Mon,5,2.0,wifi_log
C208,2026-08-02,Mon,6,25.0,qr_checkin
C208,2026-08-02,Mon,7,,qr_checkin
C208,2026-08-02,Mon,8,4.0,wifi_log
C208,2026-08-12,Tue,1,0.0,qr_checkin
C208,2026-08-12,Tue,2,4.0,wifi_log
C208,2026-08-12,Tue,3,9.0,wifi_log
C208,2026-08-12,Tue,4,0.0,wifi_log
C208,2026-08-12,Tue,5,0.0,wifi_log
C208,2026-08-12,Tue,6,1.0,wifi_log
C208,2026-08-12,Tue,7,11.0,qr_checkin
C208,2026-08-12,Tue,8,2.0,wifi_log
C208,2026-08-17,Wed,1,26.0,qr_checkin
C208,2026-08-17,Wed,2,3.0,wifi_log
C208,2026-08-17,Wed,3,2.0,wifi_log
C208,2026-08-17,Wed,4,1.0,qr_checkin
C208,2026-08-17,Wed,5,10.0,qr_checkin
C208,2026-08-17,Wed,6,1.0,wifi_log
C208,2026-08-17,Wed,7,0.0,wifi_log
C208,2026-08-17,Wed,8,0.0,qr_checkin
C208,2026-08-08,Thu,1,11.0,qr_checkin
C208,2026-08-08,Thu,2,0.0,wifi_log
C208,2026-08-08,Thu,3,2.0,wifi_log
C208,2026-08-08,Thu,4,12.0,qr_checkin
C208,2026-08-08,Thu,5,10.0,wifi_log
C208,2026-08-08,Thu,6,2.0,qr_checkin
C208,2026-08-08,Thu,7,0.0,wifi_log
C208,2026-08-08,Thu,8,0.0,wifi_log
C208,2026-08-05,Fri,1,26.0,qr_checkin
C208,2026-08-05,Fri,2,0.0,wifi_log
C208,2026-08-05,Fri,3,,wifi_log
C208,2026-08-05,Fri,4,9.0,wifi_log
C208,2026-08-05,Fri,5,0.0,qr_checkin
C208,2026-08-05,Fri,6,2.0,wifi_log
C208,2026-08-05,Fri,7,0.0,qr_checkin
C208,2026-08-05,Fri,8,,wifi_log
B204,2026-08-05,Fri,5,2.0,wifi_log
B206,2026-08-02,Mon,4,31.0,wifi_log
C204,2026-08-05,Fri,2,0.0,wifi_log
A205,2026-08-08,Thu,7,0.0,wifi_log
C206,2026-08-02,Mon,4,16.0,qr_checkin
B206,2026-08-02,Mon,1,0.0,qr_checkin
B204,2026-08-12,Tue,8,21.0,wifi_log
A202,2026-08-17,Wed,6,75.0,wifi_log
B109,2026-08-08,Thu,1,12.0,wifi_log
A202,2026-08-08,Thu,5,60.0,wifi_log
C202,2026-08-02,Mon,3,12.0,wifi_log
C206,2026-08-17,Wed,1,7.0,wifi_log
B208,2026-08-17,Wed,5,24.0,wifi_log
