classroom_id,day,period,start_time,end_time,subject,scheduled
C107,Thu,2,08:50,09:40,Data Structures,True
C107,Thu,3,09:50,10:40,FREE,False
C107,Thu,4,10:40,11:30,Computer Networks,True
C107,Thu,5,11:30,12:20,FREE,False
C107,Thu,6,13:10,14:00,Machine Learning,True
C107,Thu,7,14:00,14:50,Computer Networks,True
C107,Thu,8,14:50,15:40,DBMS,True
C107,Fri,1,08:00,08:50,Software Engineering,True
C107,Fri,2,08:50,09:40,FREE,False
C107,Fri,3,09:50,10:40,DBMS,True
C107,Fri,4,10:40,11:30,FREE,False
C107,Fri,5,11:30,12:20,Communication Skills,True
C107,Fri,6,13:10,14:00,Economics,True
C107,Fri,7,14:00,14:50,FREE,False
C107,Fri,8,14:50,15:40,FREE,False
C208,Mon,1,08:00,08:50,FREE,False
C208,Mon,2,08:50,09:40,FREE,False
C208,Mon,3,09:50,10:40,FREE,False
C208,Mon,4,10:40,11:30,FREE,False
C208,Mon,5,11:30,12:20,FREE,False
C208,Mon,6,13:10,14:00,Data Structures,True
C208,Mon,7,14:00,14:50,Computer Networks,True
C208,Mon,8,14:50,15:40,FREE,False
C208,Tue,1,08:00,08:50,FREE,False
C208,Tue,2,08:50,09:40,FREE,False
C208,Tue,3,09:50,10:40,FREE,False
C208,Tue,4,10:40,11:30,FREE,False
C208,Tue,5,11:30,12:20,FREE,False
C208,Tue,6,13:10,14:00,FREE,False
C208,Tue,7,14:00,14:50,FREE,False
C208,Tue,8,14:50,15:40,FREE,False
C208,Wed,1,08:00,08:50,Communication Skills,True
C208,Wed,2,08:50,09:40,FREE,False
C208,Wed,3,09:50,10:40,FREE,False
C208,Wed,4,10:40,11:30,FREE,False
C208,Wed,5,11:30,12:20,FREE,False
C208,Wed,6,13:10,14:00,FREE,False
C208,Wed,7,14:00,14:50,FREE,False
C208,Wed,8,14:50,15:40,FREE,False
C208,Thu,1,08:00,08:50,FREE,False
C208,Thu,2,08:50,09:40,FREE,False
C208,Thu,3,09:50,10:40,FREE,False
C208,Thu,4,10:40,11:30,FREE,False
C208,Thu,5,11:30,12:20,FREE,False
C208,Thu,6,13:10,14:00,FREE,False
C208,Thu,7,14:00,14:50,FREE,False
C208,Thu,8,14:50,15:40,FREE,False
C208,Fri,1,08:00,08:50,Communication Skills,True
C208,Fri,2,08:50,09:40,FREE,False
C208,Fri,3,09:50,10:40,FREE,False
C208,Fri,4,10:40,11:30,FREE,False
C208,Fri,5,11:30,12:20,FREE,False
C208,Fri,6,13:10,14:00,FREE,False
C208,Fri,7,14:00,14:50,FREE,False
C208,Fri,8,14:50,15:40,FREE,False
B204,Fri,5,11:30,12:20,FREE,False
B206,Mon,4,10:40,11:30,DBMS,True
C204,Fri,2,08:50,09:40,FREE,False
A205,Thu,7,14:00,14:50,FREE,False
C206,Mon,4,10:40,11:30,FREE,False
